lssd,34,79,2,3,,
lssd,34,81,2,3,,
lssd,35,80,2,3,,
lssd,36,79,2,3,,
lssd,36,68,2,3,,
lssd,38,79,2,3,,
lssd,38,79,2,3,,
sssd,34,-1,4,0,,
sssd,36,-1,1,6,,
sssd,37,-1,0,3,,
sssd,38,-1,2,2,,
sdt,75,0,4,2,,
sdt,75,1,7,0,,
sdt,75,2,7,0,,
sdt,80,2,4,2,,
